SYMBOL_ID,UNIVERSAL_SYMBOL,COUNTRY_ISO_3166-1_ALPHA_2_CODE,COUNTRY,EXCHANGE_MIC,EXCHANGE_OPERATING_MIC,EXCHANGE_NAME_INSTITUTION_DESCRIPTION,EXCHANGE_ACRONYM,COMPANY,IPOYEAR,SECTOR,INDUSTRY,NASDAQ,ZACKS,REUTERS,FIDELITY,TD_AMERITRADE,TMX_MONEY,BLOOMBERG,YAHOO,CNBC,THE_STREET,INTERNET_BUSINESS_DAILY,STOCK_EARNINGS,BARCHART,VECTOR_VEST,INVESTING
6726,US_XASE_BRN,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Barnwell Industries, Inc.",n/a,Energy,Oil & Gas Production,BRN,BRN,BRN,BRN,BRN,,BRN:US,BRN,BRN,BRN,BRN,BRN,BRN,BRN,BRN
6727,US_XASE_BIOX,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Bioceres Crop Solutions Corp.,2018,Basic Industries,Agricultural Chemicals,BIOX,BIOX,BIOX,BIOX,BIOX,,BIOX:US,BIOX,BIOX,BIOX,BIOX,BIOX,BIOX,BIOX,BIOX
6728,US_XASE_BIOX.WS,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Bioceres Crop Solutions Corp.,n/a,n/a,n/a,BIOX.WS,BIOX.WS,BIOX.WS,BIOX.WS,BIOX.WS,,BIOX.WS:US,BIOX.WS,BIOX.WS,BIOX.WS,BIOX.WS,BIOX.WS,BIOX.WS,BIOX.WS,BIOX.WS
6729,US_XASE_PHGE,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,BiomX Inc.,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),PHGE,PHGE,PHGE,PHGE,PHGE,,PHGE:US,PHGE,PHGE,PHGE,PHGE,PHGE,PHGE,PHGE,PHGE
6730,US_XASE_PHGE.U,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,BiomX Inc.,2018,n/a,n/a,PHGE.U,PHGE.U,PHGE.U,PHGE.U,PHGE.U,,PHGE.U:US,PHGE.U,PHGE.U,PHGE.U,PHGE.U,PHGE.U,PHGE.U,PHGE.U,PHGE.U
6731,US_XASE_PHGE.WS,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,BiomX Inc.,n/a,n/a,n/a,PHGE.WS,PHGE.WS,PHGE.WS,PHGE.WS,PHGE.WS,,PHGE.WS:US,PHGE.WS,PHGE.WS,PHGE.WS,PHGE.WS,PHGE.WS,PHGE.WS,PHGE.WS,PHGE.WS
6732,US_XASE_BPMX,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,BioPharmX Corporation,2015,Health Care,Major Pharmaceuticals,BPMX,BPMX,BPMX,BPMX,BPMX,,BPMX:US,BPMX,BPMX,BPMX,BPMX,BPMX,BPMX,BPMX,BPMX
6733,US_XASE_BGI,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Birks Group Inc.,n/a,Consumer Services,Consumer Specialties,BGI,BGI,BGI,BGI,BGI,,BGI:US,BGI,BGI,BGI,BGI,BGI,BGI,BGI,BGI
6734,US_XASE_BKTI,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,BK Technologies Corporation,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,BKTI,BKTI,BKTI,BKTI,BKTI,,BKTI:US,BKTI,BKTI,BKTI,BKTI,BKTI,BKTI,BKTI,BKTI
6735,US_XASE_BDR,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Blonder Tongue Laboratories, Inc.",n/a,Technology,Radio And Television Broadcasting And Communications Equipment,BDR,BDR,BDR,BDR,BDR,,BDR:US,BDR,BDR,BDR,BDR,BDR,BDR,BDR,BDR
6736,US_XASE_BRBS,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Blue Ridge Bankshares, Inc.",n/a,Finance,Major Banks,BRBS,BRBS,BRBS,BRBS,BRBS,,BRBS:US,BRBS,BRBS,BRBS,BRBS,BRBS,BRBS,BRBS,BRBS
6737,US_XASE_BRG,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Bluerock Residential Growth REIT, Inc.",2014,Consumer Services,Real Estate Investment Trusts,BRG,BRG,BRG,BRG,BRG,,BRG:US,BRG,BRG,BRG,BRG,BRG,BRG,BRG,BRG
6738,US_XASE_BRG^A,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Bluerock Residential Growth REIT, Inc.",n/a,n/a,n/a,BRG^A,BRG^A,BRG-PA,BRGPRA,BRG-A,,BRG^A:US,BRG-PA,BRG'A,BRG^A,BRG^A,BRG^A,BRG-A,BRG^A,BRG^A
6739,US_XASE_BRG^C,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Bluerock Residential Growth REIT, Inc.",n/a,n/a,n/a,BRG^C,BRG^C,BRG-PC,BRGPRC,BRG-C,,BRG^C:US,BRG-PC,BRG'C,BRG^C,BRG^C,BRG^C,BRG-C,BRG^C,BRG^C
6740,US_XASE_BRG^D,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Bluerock Residential Growth REIT, Inc.",n/a,n/a,n/a,BRG^D,BRG^D,BRG-PD,BRGPRD,BRG-D,,BRG^D:US,BRG-PD,BRG'D,BRG^D,BRG^D,BRG^D,BRG-D,BRG^D,BRG^D
6741,US_XASE_DMF,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,BNY Mellon Municipal Income Inc.,1988,n/a,n/a,DMF,DMF,DMF,DMF,DMF,,DMF:US,DMF,DMF,DMF,DMF,DMF,DMF,DMF,DMF
6742,US_XASE_BWL.A,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Bowl America, Inc.",n/a,n/a,n/a,BWL.A,BWL.A,BWL.A,BWL.A,BWL.A,,BWL.A:US,BWL.A,BWL.A,BWL.A,BWL.A,BWL.A,BWL.A,BWL.A,BWL.A
6743,US_XASE_BRMK.WS,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Broadmark Realty Capital Inc.,n/a,n/a,n/a,BRMK.WS,BRMK.WS,BRMK.WS,BRMK.WS,BRMK.WS,,BRMK.WS:US,BRMK.WS,BRMK.WS,BRMK.WS,BRMK.WS,BRMK.WS,BRMK.WS,BRMK.WS,BRMK.WS
6744,US_XASE_CMCL,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Caledonia Mining Corporation Plc,n/a,Basic Industries,Precious Metals,CMCL,CMCL,CMCL,CMCL,CMCL,,CMCL:US,CMCL,CMCL,CMCL,CMCL,CMCL,CMCL,CMCL,CMCL
6745,US_XASE_CEI,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Camber Energy, Inc.",n/a,Energy,Oil & Gas Production,CEI,CEI,CEI,CEI,CEI,,CEI:US,CEI,CEI,CEI,CEI,CEI,CEI,CEI,CEI
6746,US_XASE_CANF,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Can-Fite Biopharma Ltd,n/a,Health Care,Major Pharmaceuticals,CANF,CANF,CANF,CANF,CANF,,CANF:US,CANF,CANF,CANF,CANF,CANF,CANF,CANF,CANF
6747,US_XASE_YCBD,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"cbdMD, Inc.",2017,Consumer Non-Durables,Package Goods/Cosmetics,YCBD,YCBD,YCBD,YCBD,YCBD,,YCBD:US,YCBD,YCBD,YCBD,YCBD,YCBD,YCBD,YCBD,YCBD
6748,US_XASE_YCBD^A,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"cbdMD, Inc.",n/a,n/a,n/a,YCBD^A,YCBD^A,YCBD-PA,YCBDPRA,YCBD-A,,YCBD^A:US,YCBD-PA,YCBD'A,YCBD^A,YCBD^A,YCBD^A,YCBD-A,YCBD^A,YCBD^A
6749,US_XASE_CVM,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Cel-Sci Corporation,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),CVM,CVM,CVM,CVM,CVM,,CVM:US,CVM,CVM,CVM,CVM,CVM,CVM,CVM,CVM
6750,US_XASE_CET,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Central Securities Corporation,n/a,n/a,n/a,CET,CET,CET,CET,CET,,CET:US,CET,CET,CET,CET,CET,CET,CET,CET
6751,US_XASE_LEU,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Centrus Energy Corp.,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),LEU,LEU,LEU,LEU,LEU,,LEU:US,LEU,LEU,LEU,LEU,LEU,LEU,LEU,LEU
6752,US_XASE_CCF,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Chase Corporation,n/a,Consumer Durables,Building Products,CCF,CCF,CCF,CCF,CCF,,CCF:US,CCF,CCF,CCF,CCF,CCF,CCF,CCF,CCF
6753,US_XASE_CQP,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Cheniere Energy Partners, LP",2007,Public Utilities,Oil/Gas Transmission,CQP,CQP,CQP,CQP,CQP,,CQP:US,CQP,CQP,CQP,CQP,CQP,CQP,CQP,CQP
6754,US_XASE_LNG,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Cheniere Energy, Inc.",n/a,Public Utilities,Oil/Gas Transmission,LNG,LNG,LNG,LNG,LNG,,LNG:US,LNG,LNG,LNG,LNG,LNG,LNG,LNG,LNG
6755,US_XASE_CVR,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Chicago Rivet & Machine Co.,n/a,Technology,Industrial Machinery/Components,CVR,CVR,CVR,CVR,CVR,,CVR:US,CVR,CVR,CVR,CVR,CVR,CVR,CVR,CVR
6756,US_XASE_CPHI,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"China Pharma Holdings, Inc.",n/a,Health Care,Major Pharmaceuticals,CPHI,CPHI,CPHI,CPHI,CPHI,,CPHI:US,CPHI,CPHI,CPHI,CPHI,CPHI,CPHI,CPHI,CPHI
6757,US_XASE_CKX,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"CKX Lands, Inc.",n/a,Energy,Oil & Gas Production,CKX,CKX,CKX,CKX,CKX,,CKX:US,CKX,CKX,CKX,CKX,CKX,CKX,CKX,CKX
6758,US_XASE_CCC.WS,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Clarivate Analytics Plc,n/a,n/a,n/a,CCC.WS,CCC.WS,CCC.WS,CCC.WS,CCC.WS,,CCC.WS:US,CCC.WS,CCC.WS,CCC.WS,CCC.WS,CCC.WS,CCC.WS,CCC.WS,CCC.WS
6759,US_XASE_GLV,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Clough Global Dividend and Income Fund,2004,n/a,n/a,GLV,GLV,GLV,GLV,GLV,,GLV:US,GLV,GLV,GLV,GLV,GLV,GLV,GLV,GLV
6760,US_XASE_GLQ,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Clough Global Equity Fund,2005,n/a,n/a,GLQ,GLQ,GLQ,GLQ,GLQ,,GLQ:US,GLQ,GLQ,GLQ,GLQ,GLQ,GLQ,GLQ,GLQ
6761,US_XASE_GLO,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Clough Global Opportunities Fund,2006,n/a,n/a,GLO,GLO,GLO,GLO,GLO,,GLO:US,GLO,GLO,GLO,GLO,GLO,GLO,GLO,GLO
6762,US_XASE_COHN,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Cohen & Company Inc.,n/a,Finance,Investment Bankers/Brokers/Service,COHN,COHN,COHN,COHN,COHN,,COHN:US,COHN,COHN,COHN,COHN,COHN,COHN,COHN,COHN
6763,US_XASE_CIX,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,CompX International Inc.,1998,Capital Goods,Industrial Machinery/Components,CIX,CIX,CIX,CIX,CIX,,CIX:US,CIX,CIX,CIX,CIX,CIX,CIX,CIX,CIX
6764,US_XASE_LODE,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Comstock Mining, Inc.",n/a,Basic Industries,Precious Metals,LODE,LODE,LODE,LODE,LODE,,LODE:US,LODE,LODE,LODE,LODE,LODE,LODE,LODE,LODE
6765,US_XASE_CDOR,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Condor Hospitality Trust, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,CDOR,CDOR,CDOR,CDOR,CDOR,,CDOR:US,CDOR,CDOR,CDOR,CDOR,CDOR,CDOR,CDOR,CDOR
6766,US_XASE_CTO,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Consolidated-Tomoka Land Co.,n/a,Finance,Real Estate,CTO,CTO,CTO,CTO,CTO,,CTO:US,CTO,CTO,CTO,CTO,CTO,CTO,CTO,CTO
6767,US_XASE_MCF,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Contango Oil & Gas Company,n/a,Energy,Oil & Gas Production,MCF,MCF,MCF,MCF,MCF,,MCF:US,MCF,MCF,MCF,MCF,MCF,MCF,MCF,MCF
6768,US_XASE_CUO,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Continental Materials Corporation,n/a,Capital Goods,Building Materials,CUO,CUO,CUO,CUO,CUO,,CUO:US,CUO,CUO,CUO,CUO,CUO,CUO,CUO,CUO
6769,US_XASE_CMT,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Core Molding Technologies Inc,n/a,Consumer Non-Durables,Plastic Products,CMT,CMT,CMT,CMT,CMT,,CMT:US,CMT,CMT,CMT,CMT,CMT,CMT,CMT,CMT
6770,US_XASE_CRMD,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,CorMedix Inc.,n/a,Health Care,Major Pharmaceuticals,CRMD,CRMD,CRMD,CRMD,CRMD,,CRMD:US,CRMD,CRMD,CRMD,CRMD,CRMD,CRMD,CRMD,CRMD
6771,US_XASE_CRF,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Cornerstone Strategic Return Fund, Inc. (The)",n/a,n/a,n/a,CRF,CRF,CRF,CRF,CRF,,CRF:US,CRF,CRF,CRF,CRF,CRF,CRF,CRF,CRF
6772,US_XASE_CLM,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Cornerstone Strategic Value Fund, Inc.",1987,n/a,n/a,CLM,CLM,CLM,CLM,CLM,,CLM:US,CLM,CLM,CLM,CLM,CLM,CLM,CLM,CLM
6773,US_XASE_CVU,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"CPI Aerostructures, Inc.",n/a,Capital Goods,Military/Government/Technical,CVU,CVU,CVU,CVU,CVU,,CVU:US,CVU,CVU,CVU,CVU,CVU,CVU,CVU,CVU
6774,US_XASE_CIK,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Credit Suisse Asset Management Income Fund, Inc.",n/a,n/a,n/a,CIK,CIK,CIK,CIK,CIK,,CIK:US,CIK,CIK,CIK,CIK,CIK,CIK,CIK,CIK
6775,US_XASE_DHY,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Credit Suisse High Yield Bond Fund,1998,n/a,n/a,DHY,DHY,DHY,DHY,DHY,,DHY:US,DHY,DHY,DHY,DHY,DHY,DHY,DHY,DHY
6776,US_XASE_CRHM,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,CRH Medical Corporation,2015,Health Care,Medical/Nursing Services,CRHM,CRHM,CRHM,CRHM,CRHM,,CRHM:US,CRHM,CRHM,CRHM,CRHM,CRHM,CRHM,CRHM,CRHM
6777,US_XASE_CTEK,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"CynergisTek, Inc.",2017,Miscellaneous,Business Services,CTEK,CTEK,CTEK,CTEK,CTEK,,CTEK:US,CTEK,CTEK,CTEK,CTEK,CTEK,CTEK,CTEK,CTEK
6778,US_XASE_DXR,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Daxor Corporation,n/a,Health Care,Medical/Dental Instruments,DXR,DXR,DXR,DXR,DXR,,DXR:US,DXR,DXR,DXR,DXR,DXR,DXR,DXR,DXR
6779,US_XASE_VCF,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Delaware Investments Colorado Municipal Income Fund, Inc",1993,n/a,n/a,VCF,VCF,VCF,VCF,VCF,,VCF:US,VCF,VCF,VCF,VCF,VCF,VCF,VCF,VCF
6780,US_XASE_VFL,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Delaware Investments Florida Insured Municipal Income Fund,1993,n/a,n/a,VFL,VFL,VFL,VFL,VFL,,VFL:US,VFL,VFL,VFL,VFL,VFL,VFL,VFL,VFL
6781,US_XASE_VMM,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",1993,n/a,n/a,VMM,VMM,VMM,VMM,VMM,,VMM:US,VMM,VMM,VMM,VMM,VMM,VMM,VMM,VMM
6782,US_XASE_DLA,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Delta Apparel, Inc.",n/a,Consumer Non-Durables,Apparel,DLA,DLA,DLA,DLA,DLA,,DLA:US,DLA,DLA,DLA,DLA,DLA,DLA,DLA,DLA
6783,US_XASE_DNN,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Denison Mine Corp,n/a,Basic Industries,Precious Metals,DNN,DNN,DNN,DNN,DNN,,DNN:US,DNN,DNN,DNN,DNN,DNN,DNN,DNN,DNN
6784,US_XASE_DSS,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Document Security Systems, Inc.",n/a,Consumer Durables,Containers/Packaging,DSS,DSS,DSS,DSS,DSS,,DSS:US,DSS,DSS,DSS,DSS,DSS,DSS,DSS,DSS
6785,US_XASE_DPW,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"DPW Holdings, Inc.",n/a,Capital Goods,Industrial Machinery/Components,DPW,DPW,DPW,DPW,DPW,,DPW:US,DPW,DPW,DPW,DPW,DPW,DPW,DPW,DPW
6786,US_XASE_DXF,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Dunxin Financial Holdings Limited,n/a,Finance,Finance: Consumer Services,DXF,DXF,DXF,DXF,DXF,,DXF:US,DXF,DXF,DXF,DXF,DXF,DXF,DXF,DXF
6787,US_XASE_GRF,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Eagle Capital Growth Fund, Inc.",n/a,n/a,n/a,GRF,GRF,GRF,GRF,GRF,,GRF:US,GRF,GRF,GRF,GRF,GRF,GRF,GRF,GRF
6788,US_XASE_EVM,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Eaton Vance California Municipal Bond Fund,2002,n/a,n/a,EVM,EVM,EVM,EVM,EVM,,EVM:US,EVM,EVM,EVM,EVM,EVM,EVM,EVM,EVM
6789,US_XASE_CEV,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Eaton Vance California Municipal Income Trust,1999,n/a,n/a,CEV,CEV,CEV,CEV,CEV,,CEV:US,CEV,CEV,CEV,CEV,CEV,CEV,CEV,CEV
6790,US_XASE_EVV,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Eaton Vance Limited Duration Income Fund,2003,n/a,n/a,EVV,EVV,EVV,EVV,EVV,,EVV:US,EVV,EVV,EVV,EVV,EVV,EVV,EVV,EVV
6791,US_XASE_EIM,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Eaton Vance Municipal Bond Fund,2002,n/a,n/a,EIM,EIM,EIM,EIM,EIM,,EIM:US,EIM,EIM,EIM,EIM,EIM,EIM,EIM,EIM
6792,US_XASE_ENX,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Eaton Vance New York Municipal Bond Fund,2002,n/a,n/a,ENX,ENX,ENX,ENX,ENX,,ENX:US,ENX,ENX,ENX,ENX,ENX,ENX,ENX,ENX
6793,US_XASE_EVY,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Eaton Vance New York Municipal Income Trust,1999,n/a,n/a,EVY,EVY,EVY,EVY,EVY,,EVY:US,EVY,EVY,EVY,EVY,EVY,EVY,EVY,EVY
6794,US_XASE_ELMD,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Electromed, Inc.",2011,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,ELMD,ELMD,ELMD,ELMD,ELMD,,ELMD:US,ELMD,ELMD,ELMD,ELMD,ELMD,ELMD,ELMD,ELMD
6795,US_XASE_ELLO,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Ellomay Capital Ltd.,n/a,Public Utilities,Electric Utilities: Central,ELLO,ELLO,ELLO,ELLO,ELLO,,ELLO:US,ELLO,ELLO,ELLO,ELLO,ELLO,ELLO,ELLO,ELLO
6796,US_XASE_ECF,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Ellsworth Growth and Income Fund Ltd.,1986,n/a,n/a,ECF,ECF,ECF,ECF,ECF,,ECF:US,ECF,ECF,ECF,ECF,ECF,ECF,ECF,ECF
6797,US_XASE_ECF^A,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Ellsworth Growth and Income Fund Ltd.,n/a,n/a,n/a,ECF^A,ECF^A,ECF-PA,ECFPRA,ECF-A,,ECF^A:US,ECF-PA,ECF'A,ECF^A,ECF^A,ECF^A,ECF-A,ECF^A,ECF^A
6798,US_XASE_EMAN,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,eMagin Corporation,n/a,Technology,Semiconductors,EMAN,EMAN,EMAN,EMAN,EMAN,,EMAN:US,EMAN,EMAN,EMAN,EMAN,EMAN,EMAN,EMAN,EMAN
6799,US_XASE_MSN,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Emerson Radio Corporation,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,MSN,MSN,MSN,MSN,MSN,,MSN:US,MSN,MSN,MSN,MSN,MSN,MSN,MSN,MSN
6800,US_XASE_EMX,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,EMX Royalty Corporation,n/a,Basic Industries,Precious Metals,EMX,EMX,EMX,EMX,EMX,,EMX:US,EMX,EMX,EMX,EMX,EMX,EMX,EMX,EMX
6801,US_XASE_UUUU,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Energy Fuels Inc,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),UUUU,UUUU,UUUU,UUUU,UUUU,,UUUU:US,UUUU,UUUU,UUUU,UUUU,UUUU,UUUU,UUUU,UUUU
6802,US_XASE_UUUU.WS,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Energy Fuels Inc,n/a,n/a,n/a,UUUU.WS,UUUU.WS,UUUU.WS,UUUU.WS,UUUU.WS,,UUUU.WS:US,UUUU.WS,UUUU.WS,UUUU.WS,UUUU.WS,UUUU.WS,UUUU.WS,UUUU.WS,UUUU.WS
6803,US_XASE_ENSV,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,ENSERVCO Corporation,n/a,Energy,Oilfield Services/Equipment,ENSV,ENSV,ENSV,ENSV,ENSV,,ENSV:US,ENSV,ENSV,ENSV,ENSV,ENSV,ENSV,ENSV,ENSV
6804,US_XASE_ELA,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Envela Corporation,n/a,Consumer Services,Consumer Specialties,ELA,ELA,ELA,ELA,ELA,,ELA:US,ELA,ELA,ELA,ELA,ELA,ELA,ELA,ELA
6805,US_XASE_EQX,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Equinox Gold Corp.,n/a,Basic Industries,Precious Metals,EQX,EQX,EQX,EQX,EQX,,EQX:US,EQX,EQX,EQX,EQX,EQX,EQX,EQX,EQX
6806,US_XASE_ESP,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Espey Mfg. & Electronics Corp.,n/a,Capital Goods,Industrial Machinery/Components,ESP,ESP,ESP,ESP,ESP,,ESP:US,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP
6807,US_XASE_EVBN,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Evans Bancorp, Inc.",n/a,Finance,Major Banks,EVBN,EVBN,EVBN,EVBN,EVBN,,EVBN:US,EVBN,EVBN,EVBN,EVBN,EVBN,EVBN,EVBN,EVBN
6808,US_XASE_EVI,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"EVI Industries, Inc.",n/a,Consumer Services,Other Consumer Services,EVI,EVI,EVI,EVI,EVI,,EVI:US,EVI,EVI,EVI,EVI,EVI,EVI,EVI,EVI
6809,US_XASE_EPM,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Evolution Petroleum Corporation, Inc.",n/a,Energy,Oil & Gas Production,EPM,EPM,EPM,EPM,EPM,,EPM:US,EPM,EPM,EPM,EPM,EPM,EPM,EPM,EPM
6810,US_XASE_FEN,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,First Trust Energy Income and Growth Fund,2004,n/a,n/a,FEN,FEN,FEN,FEN,FEN,,FEN:US,FEN,FEN,FEN,FEN,FEN,FEN,FEN,FEN
6811,US_XASE_BDL,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"Flanigan&#39;s Enterprises, Inc.",n/a,Consumer Services,Restaurants,BDL,BDL,BDL,BDL,BDL,,BDL:US,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL
6812,US_XASE_FSI,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Flexible Solutions International Inc.,n/a,Basic Industries,Major Chemicals,FSI,FSI,FSI,FSI,FSI,,FSI:US,FSI,FSI,FSI,FSI,FSI,FSI,FSI,FSI
6813,US_XASE_FTF,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Franklin Limited Duration Income Trust,2003,n/a,n/a,FTF,FTF,FTF,FTF,FTF,,FTF:US,FTF,FTF,FTF,FTF,FTF,FTF,FTF,FTF
6814,US_XASE_FSP,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Franklin Street Properties Corp.,n/a,Consumer Services,Real Estate Investment Trusts,FSP,FSP,FSP,FSP,FSP,,FSP:US,FSP,FSP,FSP,FSP,FSP,FSP,FSP,FSP
6815,US_XASE_FRD,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,Friedman Industries Inc.,n/a,Capital Goods,Steel/Iron Ore,FRD,FRD,FRD,FRD,FRD,,FRD:US,FRD,FRD,FRD,FRD,FRD,FRD,FRD,FRD
6816,US_XASE_GGN,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"GAMCO Global Gold, Natural Reources & Income Trust ",2005,n/a,n/a,GGN,GGN,GGN,GGN,GGN,,GGN:US,GGN,GGN,GGN,GGN,GGN,GGN,GGN,GGN
6817,US_XASE_GGN^B,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,"GAMCO Global Gold, Natural Reources & Income Trust ",n/a,n/a,n/a,GGN^B,GGN^B,GGN-PB,GGNPRB,GGN-B,,GGN^B:US,GGN-PB,GGN'B,GGN^B,GGN^B,GGN^B,GGN-B,GGN^B,GGN^B
6818,US_XASE_JOB,US,United States of America,XASE,XNYS,NYSE MKT LLC,AMEX,GEE Group Inc.,n/a,Technology,Diversified Commercial Services,JOB,JOB,JOB,JOB,JOB,,JOB:US,JOB,JOB,JOB,JOB,JOB,JOB,JOB,JOB
